item_id,order_id,item_name,quantity,order_date,order_time,unit_price,Total_price,item_size,item_category,item_ingredients
3917,72890,Big Mac,5,2023-10-24,18:18:00,4.27,21.35,Small,Burger,"Beef Patty, Lettuce, Cheese, Pickle, Onion, Special Sauce"
3918,3249,Big Mac,1,2023-12-20,21:41:00,6.77,6.77,Small,Burger,"Beef Patty, Lettuce, Cheese, Pickle, Onion, Special Sauce"
3919,48002,Filet-O-Fish,5,2023-05-29,12:11:00,5.82,29.1,Small,Fish,"Fish Patty, Tartar Sauce, Cheese"
3920,86661,Coca Cola,5,2023-03-09,09:36:00,5.14,25.7,Large,Burger,"Carbonated Water, Sugar, Flavorings"
3921,53382,Sprite,1,2023-12-27,12:15:00,5.57,5.57,Large,Burger,"Carbonated Water, Sugar, Lemon-Lime Flavor"
3922,79528,Filet-O-Fish,4,2023-07-10,18:59:00,6.25,25.0,Medium,Fish,"Fish Patty, Tartar Sauce, Cheese"
3923,70261,Filet-O-Fish,1,2023-09-17,21:33:00,7.7,7.7,Medium,Fish,"Fish Patty, Tartar Sauce, Cheese"
3924,23940,French Fries,1,2023-03-30,14:01:00,4.38,4.38,Large,Burger,"Potatoes, Salt"
3925,73370,Sprite,1,2023-08-13,16:44:00,4.83,4.83,Medium,Burger,"Carbonated Water, Sugar, Lemon-Lime Flavor"
3926,25561,Cheeseburger,3,2023-02-15,06:41:00,5.25,15.75,Medium,Burger,"Beef Patty, Cheese, Ketchup, Pickle"
3927,47223,Egg McMuffin,4,2023-02-11,11:19:00,5.92,23.68,Medium,Burger,"Egg, Canadian Bacon, Cheese, English Muffin"
3928,5544,Coca Cola,2,2023-05-25,08:04:00,6.48,12.96,Small,Burger,"Carbonated Water, Sugar, Flavorings"
3929,92124,French Fries,4,2023-10-16,10:45:00,6.37,25.48,Small,Burger,"Potatoes, Salt"
3930,54762,Apple Pie,4,2023-12-29,23:24:00,6.58,26.32,Medium,Burger,"Apple, Sugar, Pastry"
3931,27633,McChicken,4,2023-06-18,10:49:00,5.19,20.76,Medium,Chicken,"Chicken Patty, Lettuce, Mayonnaise"
3932,99970,McFlurry,2,2023-04-26,20:21:00,5.54,11.08,Medium,Burger,"Ice Cream, Candy"
3933,90125,Big Mac,5,2023-04-19,18:50:00,5.82,29.1,Large,Burger,"Beef Patty, Lettuce, Cheese, Pickle, Onion, Special Sauce"
3934,88515,Egg McMuffin,1,2023-09-06,23:44:00,6.41,6.41,Medium,Burger,"Egg, Canadian Bacon, Cheese, English Muffin"
3935,48787,Smoothie,3,2023-06-30,12:08:00,4.0,12.0,Medium,Burger,"Fruit Puree, Yogurt, Ice"
3936,69705,Iced Coffee,4,2023-05-01,16:23:00,5.25,21.0,Large,Burger,"Coffee, Ice, Sugar, Cream"
3937,45752,Sundae,3,2023-06-26,20:08:00,6.94,20.82,Large,Burger,"Ice Cream, Chocolate Syrup, Nuts"
3938,12981,Apple Pie,2,2023-04-03,21:00:00,6.75,13.5,Small,Burger,"Apple, Sugar, Pastry"
3939,47609,Smoothie,3,2023-10-28,17:06:00,4.58,13.74,Large,Burger,"Fruit Puree, Yogurt, Ice"
3940,32648,Egg McMuffin,4,2023-05-27,16:27:00,6.31,25.24,Large,Burger,"Egg, Canadian Bacon, Cheese, English Muffin"
3941,21727,McFlurry,5,2023-05-06,10:56:00,4.03,20.15,Large,Burger,"Ice Cream, Candy"
3942,34464,Smoothie,2,2023-08-07,14:29:00,6.15,12.3,Small,Burger,"Fruit Puree, Yogurt, Ice"
3943,2160,McChicken,5,2023-08-15,18:16:00,5.93,29.65,Medium,Chicken,"Chicken Patty, Lettuce, Mayonnaise"
3944,36482,Egg McMuffin,2,2023-07-23,09:01:00,4.64,9.28,Medium,Burger,"Egg, Canadian Bacon, Cheese, English Muffin"
3945,90249,Cheeseburger,2,2023-12-22,19:25:00,5.06,10.12,Large,Burger,"Beef Patty, Cheese, Ketchup, Pickle"
3946,40566,Smoothie,3,2023-11-25,19:35:00,6.83,20.49,Small,Burger,"Fruit Puree, Yogurt, Ice"
3947,17686,Sundae,3,2023-10-25,19:16:00,4.16,12.48,Small,Burger,"Ice Cream, Chocolate Syrup, Nuts"
3948,75103,Sprite,4,2023-11-20,16:11:00,4.11,16.44,Medium,Burger,"Carbonated Water, Sugar, Lemon-Lime Flavor"
3949,16044,Filet-O-Fish,3,2023-11-12,08:08:00,7.3,21.9,Large,Fish,"Fish Patty, Tartar Sauce, Cheese"
3950,89146,Iced Coffee,5,2023-10-28,20:43:00,4.38,21.9,Small,Burger,"Coffee, Ice, Sugar, Cream"
3951,18285,Coca Cola,3,2023-10-01,17:23:00,5.97,17.91,Medium,Burger,"Carbonated Water, Sugar, Flavorings"
3952,1140,McChicken,1,2023-06-14,21:48:00,5.53,5.53,Small,Chicken,"Chicken Patty, Lettuce, Mayonnaise"
3953,95644,Cheeseburger,2,2023-10-09,12:37:00,4.99,9.98,Large,Burger,"Beef Patty, Cheese, Ketchup, Pickle"
3954,31480,Cheeseburger,1,2023-09-15,19:59:00,5.24,5.24,Medium,Burger,"Beef Patty, Cheese, Ketchup, Pickle"
3955,81304,McChicken,5,2023-05-02,21:57:00,6.45,32.25,Medium,Chicken,"Chicken Patty, Lettuce, Mayonnaise"
3956,38548,Apple Pie,1,2023-03-18,23:48:00,6.49,6.49,Small,Burger,"Apple, Sugar, Pastry"
3957,46521,Cheeseburger,2,2023-05-27,08:46:00,4.19,8.38,Large,Burger,"Beef Patty, Cheese, Ketchup, Pickle"
3958,17738,French Fries,5,2023-07-25,15:14:00,6.51,32.55,Large,Burger,"Potatoes, Salt"
3959,87794,Sundae,3,2023-01-22,09:03:00,6.55,19.65,Large,Burger,"Ice Cream, Chocolate Syrup, Nuts"
3960,6377,McChicken,3,2023-10-21,06:07:00,5.65,16.95,Small,Chicken,"Chicken Patty, Lettuce, Mayonnaise"
3961,76918,Filet-O-Fish,5,2023-03-20,19:03:00,6.02,30.1,Medium,Fish,"Fish Patty, Tartar Sauce, Cheese"
3962,78268,McFlurry,5,2023-08-20,10:28:00,5.32,26.6,Large,Burger,"Ice Cream, Candy"
3963,57727,Cheeseburger,1,2023-01-31,08:41:00,6.36,6.36,Large,Burger,"Beef Patty, Cheese, Ketchup, Pickle"
3964,70296,Sundae,3,2023-06-02,13:39:00,6.77,20.31,Large,Burger,"Ice Cream, Chocolate Syrup, Nuts"
3965,51954,Quarter Pounder,2,2023-05-03,23:19:00,5.09,10.18,Large,Burger,"Beef Patty, Cheese, Ketchup, Pickle, Onion"
3966,45586,Egg McMuffin,4,2023-02-22,22:04:00,5.98,23.92,Large,Burger,"Egg, Canadian Bacon, Cheese, English Muffin"
3967,76928,Cheeseburger,4,2023-01-25,08:04:00,6.24,24.96,Large,Burger,"Beef Patty, Cheese, Ketchup, Pickle"
3968,3886,Filet-O-Fish,2,2023-04-14,22:30:00,5.9,11.8,Large,Fish,"Fish Patty, Tartar Sauce, Cheese"
3969,50230,McChicken,5,2023-02-16,08:07:00,6.43,32.15,Small,Chicken,"Chicken Patty, Lettuce, Mayonnaise"
3970,82815,McChicken,2,2023-04-08,09:44:00,5.29,10.58,Small,Chicken,"Chicken Patty, Lettuce, Mayonnaise"
3971,57083,Big Mac,2,2023-05-05,08:04:00,4.42,8.84,Small,Burger,"Beef Patty, Lettuce, Cheese, Pickle, Onion, Special Sauce"
3972,56535,French Fries,4,2023-09-12,08:53:00,6.83,27.32,Medium,Burger,"Potatoes, Salt"
3973,46699,Sundae,2,2023-12-18,10:01:00,5.0,10.0,Medium,Burger,"Ice Cream, Chocolate Syrup, Nuts"
3974,94571,Apple Pie,4,2023-04-17,19:31:00,5.69,22.76,Medium,Burger,"Apple, Sugar, Pastry"
3975,87878,Iced Coffee,3,2023-09-28,06:43:00,4.58,13.74,Large,Burger,"Coffee, Ice, Sugar, Cream"
3976,85572,Coca Cola,1,2023-10-16,18:31:00,5.18,5.18,Small,Burger,"Carbonated Water, Sugar, Flavorings"
3977,97521,Quarter Pounder,2,2023-09-16,15:03:00,5.87,11.74,Small,Burger,"Beef Patty, Cheese, Ketchup, Pickle, Onion"
3978,84254,Filet-O-Fish,2,2023-07-26,13:24:00,5.68,11.36,Medium,Fish,"Fish Patty, Tartar Sauce, Cheese"
3979,54952,Coca Cola,3,2023-11-12,23:09:00,6.38,19.14,Large,Burger,"Carbonated Water, Sugar, Flavorings"
3980,25344,Egg McMuffin,5,2023-09-02,18:30:00,4.77,23.85,Small,Burger,"Egg, Canadian Bacon, Cheese, English Muffin"
3981,74564,Smoothie,4,2023-04-09,14:16:00,5.98,23.92,Large,Burger,"Fruit Puree, Yogurt, Ice"
3982,28506,McFlurry,4,2023-08-04,09:21:00,6.82,27.28,Large,Burger,"Ice Cream, Candy"
3983,63707,Egg McMuffin,1,2023-05-23,06:50:00,6.06,6.06,Small,Burger,"Egg, Canadian Bacon, Cheese, English Muffin"
3984,8197,Coca Cola,5,2023-03-09,15:20:00,5.78,28.9,Small,Burger,"Carbonated Water, Sugar, Flavorings"
3985,82763,Apple Pie,1,2023-02-19,17:06:00,6.11,6.11,Small,Burger,"Apple, Sugar, Pastry"
3986,9049,Sundae,2,2023-10-17,23:03:00,4.3,8.6,Medium,Burger,"Ice Cream, Chocolate Syrup, Nuts"
3987,80701,Sundae,1,2023-11-12,19:54:00,4.02,4.02,Small,Burger,"Ice Cream, Chocolate Syrup, Nuts"
3988,67673,Iced Coffee,4,2023-09-15,06:34:00,4.99,19.96,Medium,Burger,"Coffee, Ice, Sugar, Cream"
3989,18818,McChicken,5,2023-08-12,07:53:00,5.45,27.25,Medium,Chicken,"Chicken Patty, Lettuce, Mayonnaise"
3990,43964,Sundae,1,2023-02-01,22:04:00,4.77,4.77,Medium,Burger,"Ice Cream, Chocolate Syrup, Nuts"
3991,44578,Iced Coffee,2,2023-12-09,08:04:00,6.85,13.7,Medium,Burger,"Coffee, Ice, Sugar, Cream"
3992,52181,Apple Pie,3,2023-04-11,15:18:00,4.66,13.98,Small,Burger,"Apple, Sugar, Pastry"
3993,61066,Coca Cola,5,2023-12-20,22:01:00,4.14,20.7,Small,Burger,"Carbonated Water, Sugar, Flavorings"
3994,78034,Sundae,1,2023-03-12,14:34:00,6.27,6.27,Small,Burger,"Ice Cream, Chocolate Syrup, Nuts"
3995,76920,Quarter Pounder,5,2023-10-27,09:25:00,5.66,28.3,Medium,Burger,"Beef Patty, Cheese, Ketchup, Pickle, Onion"
3996,46315,Cheeseburger,2,2023-10-24,06:59:00,6.99,13.98,Small,Burger,"Beef Patty, Cheese, Ketchup, Pickle"
3997,28561,Quarter Pounder,3,2023-03-11,19:06:00,5.4,16.2,Medium,Burger,"Beef Patty, Cheese, Ketchup, Pickle, Onion"
3998,98961,Quarter Pounder,2,2023-06-25,17:56:00,4.49,8.98,Small,Burger,"Beef Patty, Cheese, Ketchup, Pickle, Onion"
3999,5702,Chicken Nuggets,2,2023-05-19,09:49:00,6.45,12.9,Medium,Chicken,"Chicken, Breadcrumbs, Spices"
4000,45741,McFlurry,2,2023-10-05,10:13:00,6.95,13.9,Medium,Burger,"Ice Cream, Candy"
4001,72331,Smoothie,4,2023-03-04,21:34:00,4.36,17.44,Large,Burger,"Fruit Puree, Yogurt, Ice"
4002,10128,Smoothie,3,2023-06-05,09:27:00,6.52,19.56,Small,Burger,"Fruit Puree, Yogurt, Ice"
4003,55754,Chicken Nuggets,3,2023-01-08,15:03:00,5.69,17.07,Large,Chicken,"Chicken, Breadcrumbs, Spices"
4004,14294,Sprite,5,2023-12-26,09:07:00,5.13,25.65,Large,Burger,"Carbonated Water, Sugar, Lemon-Lime Flavor"
4005,12551,Smoothie,3,2023-06-16,06:45:00,5.89,17.67,Small,Burger,"Fruit Puree, Yogurt, Ice"
4006,17064,Iced Coffee,5,2023-06-10,16:09:00,6.84,34.2,Medium,Burger,"Coffee, Ice, Sugar, Cream"
4007,62270,French Fries,5,2023-02-12,17:53:00,6.67,33.35,Medium,Burger,"Potatoes, Salt"
4008,8673,French Fries,5,2023-07-11,11:54:00,4.98,24.9,Medium,Burger,"Potatoes, Salt"
4009,90656,Quarter Pounder,1,2023-01-23,16:59:00,6.32,6.32,Small,Burger,"Beef Patty, Cheese, Ketchup, Pickle, Onion"
4010,84795,Sundae,2,2023-09-05,22:20:00,4.09,8.18,Medium,Burger,"Ice Cream, Chocolate Syrup, Nuts"
4011,58814,Egg McMuffin,1,2023-10-11,12:42:00,5.77,5.77,Small,Burger,"Egg, Canadian Bacon, Cheese, English Muffin"
4012,73071,Big Mac,2,2023-09-22,17:05:00,4.79,9.58,Medium,Burger,"Beef Patty, Lettuce, Cheese, Pickle, Onion, Special Sauce"
4013,20856,Filet-O-Fish,3,2023-10-30,16:06:00,5.66,16.98,Small,Fish,"Fish Patty, Tartar Sauce, Cheese"
4014,7706,McFlurry,4,2023-05-02,06:34:00,4.69,18.76,Small,Burger,"Ice Cream, Candy"
4015,38100,Cheeseburger,4,2023-09-09,13:26:00,6.05,24.2,Medium,Burger,"Beef Patty, Cheese, Ketchup, Pickle"
4016,63383,French Fries,3,2023-01-26,08:20:00,4.16,12.48,Medium,Burger,"Potatoes, Salt"
4017,52259,Egg McMuffin,2,2023-08-15,09:53:00,6.2,12.4,Large,Burger,"Egg, Canadian Bacon, Cheese, English Muffin"
4018,40986,Sundae,4,2023-09-19,16:52:00,4.13,16.52,Small,Burger,"Ice Cream, Chocolate Syrup, Nuts"
4019,88231,McChicken,4,2023-02-15,08:08:00,5.8,23.2,Large,Chicken,"Chicken Patty, Lettuce, Mayonnaise"
4020,55154,McChicken,5,2023-11-14,11:18:00,6.35,31.75,Large,Chicken,"Chicken Patty, Lettuce, Mayonnaise"
4021,25253,McFlurry,3,2023-06-30,07:41:00,6.05,18.15,Small,Burger,"Ice Cream, Candy"
4022,40937,Apple Pie,2,2023-03-22,18:36:00,6.14,12.28,Medium,Burger,"Apple, Sugar, Pastry"
4023,26015,Smoothie,4,2023-09-30,23:16:00,4.82,19.28,Medium,Burger,"Fruit Puree, Yogurt, Ice"
4024,36597,Sundae,1,2023-04-28,06:21:00,6.17,6.17,Medium,Burger,"Ice Cream, Chocolate Syrup, Nuts"
4025,46571,Cheeseburger,3,2023-06-20,11:35:00,5.92,17.76,Small,Burger,"Beef Patty, Cheese, Ketchup, Pickle"
4026,26084,Sprite,3,2023-06-08,18:44:00,5.54,16.62,Medium,Burger,"Carbonated Water, Sugar, Lemon-Lime Flavor"
4027,50511,French Fries,3,2023-11-15,09:31:00,4.22,12.66,Large,Burger,"Potatoes, Salt"
4028,29225,Iced Coffee,3,2023-09-23,09:46:00,4.76,14.28,Medium,Burger,"Coffee, Ice, Sugar, Cream"
4029,67253,Quarter Pounder,5,2023-04-02,12:50:00,5.89,29.45,Large,Burger,"Beef Patty, Cheese, Ketchup, Pickle, Onion"
4030,8829,French Fries,3,2023-06-15,19:36:00,5.39,16.17,Large,Burger,"Potatoes, Salt"
4031,23598,McFlurry,5,2023-02-07,18:04:00,4.83,24.15,Small,Burger,"Ice Cream, Candy"
4032,68215,McFlurry,1,2023-12-24,18:13:00,4.49,4.49,Large,Burger,"Ice Cream, Candy"
4033,13248,Filet-O-Fish,2,2023-10-23,12:47:00,5.76,11.52,Large,Fish,"Fish Patty, Tartar Sauce, Cheese"
4034,71168,Iced Coffee,5,2023-11-24,20:09:00,4.42,22.1,Medium,Burger,"Coffee, Ice, Sugar, Cream"
4035,89007,Coca Cola,5,2023-11-30,12:28:00,5.55,27.75,Small,Burger,"Carbonated Water, Sugar, Flavorings"
4036,60487,Coca Cola,1,2023-01-01,18:45:00,6.44,6.44,Small,Burger,"Carbonated Water, Sugar, Flavorings"
4037,77494,French Fries,2,2023-12-02,07:00:00,6.11,12.22,Medium,Burger,"Potatoes, Salt"
4038,78937,Cheeseburger,1,2023-12-20,19:23:00,4.22,4.22,Small,Burger,"Beef Patty, Cheese, Ketchup, Pickle"
4039,20158,Filet-O-Fish,3,2023-11-23,12:52:00,7.38,22.14,Medium,Fish,"Fish Patty, Tartar Sauce, Cheese"
4040,98718,Filet-O-Fish,2,2023-08-30,07:29:00,5.82,11.64,Large,Fish,"Fish Patty, Tartar Sauce, Cheese"
4041,11559,Quarter Pounder,5,2023-09-21,20:44:00,5.26,26.3,Medium,Burger,"Beef Patty, Cheese, Ketchup, Pickle, Onion"
4042,97692,Sundae,2,2023-05-03,22:29:00,4.1,8.2,Small,Burger,"Ice Cream, Chocolate Syrup, Nuts"
4043,68285,Apple Pie,3,2023-03-02,07:44:00,5.04,15.12,Large,Burger,"Apple, Sugar, Pastry"
4044,16855,McFlurry,4,2023-05-17,23:58:00,6.8,27.2,Small,Burger,"Ice Cream, Candy"
4045,23787,Big Mac,2,2023-05-29,06:21:00,6.74,13.48,Medium,Burger,"Beef Patty, Lettuce, Cheese, Pickle, Onion, Special Sauce"
4046,25224,Sundae,5,2023-05-27,20:42:00,5.58,27.9,Medium,Burger,"Ice Cream, Chocolate Syrup, Nuts"
4047,99455,Filet-O-Fish,4,2023-03-13,20:32:00,6.84,27.36,Small,Fish,"Fish Patty, Tartar Sauce, Cheese"
4048,79049,McFlurry,1,2023-02-27,12:03:00,5.79,5.79,Large,Burger,"Ice Cream, Candy"
4049,2615,Apple Pie,5,2023-02-21,08:58:00,5.04,25.2,Large,Burger,"Apple, Sugar, Pastry"
4050,22978,Filet-O-Fish,3,2023-03-03,23:54:00,6.84,20.52,Medium,Fish,"Fish Patty, Tartar Sauce, Cheese"
4051,98763,Smoothie,5,2023-05-03,20:52:00,5.16,25.8,Medium,Burger,"Fruit Puree, Yogurt, Ice"
4052,63223,Sundae,1,2023-08-12,12:41:00,5.07,5.07,Medium,Burger,"Ice Cream, Chocolate Syrup, Nuts"
4053,64255,Quarter Pounder,1,2023-10-12,14:19:00,6.84,6.84,Medium,Burger,"Beef Patty, Cheese, Ketchup, Pickle, Onion"
4054,83368,Egg McMuffin,2,2023-04-07,21:26:00,5.65,11.3,Small,Burger,"Egg, Canadian Bacon, Cheese, English Muffin"
4055,84026,Egg McMuffin,5,2023-03-17,21:01:00,5.77,28.85,Small,Burger,"Egg, Canadian Bacon, Cheese, English Muffin"
4056,8319,McFlurry,5,2023-10-09,22:42:00,6.66,33.3,Large,Burger,"Ice Cream, Candy"
4057,34362,Sprite,5,2023-01-02,10:28:00,5.06,25.3,Large,Burger,"Carbonated Water, Sugar, Lemon-Lime Flavor"
4058,18573,Apple Pie,3,2023-04-11,14:31:00,6.04,18.12,Small,Burger,"Apple, Sugar, Pastry"
4059,33053,Big Mac,2,2023-11-30,08:47:00,6.92,13.84,Large,Burger,"Beef Patty, Lettuce, Cheese, Pickle, Onion, Special Sauce"
4060,81143,Big Mac,1,2023-01-05,20:27:00,5.74,5.74,Large,Burger,"Beef Patty, Lettuce, Cheese, Pickle, Onion, Special Sauce"
4061,83212,McFlurry,5,2023-01-24,23:23:00,6.5,32.5,Small,Burger,"Ice Cream, Candy"
4062,54897,Cheeseburger,3,2023-12-22,23:22:00,6.65,19.95,Large,Burger,"Beef Patty, Cheese, Ketchup, Pickle"
4063,38037,Cheeseburger,3,2023-04-26,20:09:00,5.24,15.72,Small,Burger,"Beef Patty, Cheese, Ketchup, Pickle"
4064,26770,Big Mac,3,2023-05-15,13:27:00,4.0,12.0,Medium,Burger,"Beef Patty, Lettuce, Cheese, Pickle, Onion, Special Sauce"
4065,17897,Chicken Nuggets,4,2023-06-03,20:26:00,5.86,23.44,Large,Chicken,"Chicken, Breadcrumbs, Spices"
4066,88856,Apple Pie,3,2023-01-27,17:13:00,4.09,12.27,Medium,Burger,"Apple, Sugar, Pastry"
4067,83842,Coca Cola,3,2023-07-19,12:23:00,6.7,20.1,Large,Burger,"Carbonated Water, Sugar, Flavorings"
4068,87927,Quarter Pounder,3,2023-02-15,08:57:00,4.68,14.04,Small,Burger,"Beef Patty, Cheese, Ketchup, Pickle, Onion"
4069,13553,McChicken,1,2023-01-18,10:37:00,5.24,5.24,Small,Chicken,"Chicken Patty, Lettuce, Mayonnaise"
4070,15800,French Fries,1,2023-04-27,15:25:00,4.48,4.48,Large,Burger,"Potatoes, Salt"
4071,78883,Iced Coffee,5,2023-12-14,20:48:00,5.39,26.95,Small,Burger,"Coffee, Ice, Sugar, Cream"
4072,14022,Apple Pie,2,2023-07-27,21:33:00,5.49,10.98,Small,Burger,"Apple, Sugar, Pastry"
4073,7105,Coca Cola,5,2023-10-13,12:24:00,4.26,21.3,Small,Burger,"Carbonated Water, Sugar, Flavorings"
4074,20736,McChicken,2,2023-10-01,10:22:00,5.76,11.52,Small,Chicken,"Chicken Patty, Lettuce, Mayonnaise"
4075,43693,Chicken Nuggets,1,2023-08-09,11:02:00,5.14,5.14,Medium,Chicken,"Chicken, Breadcrumbs, Spices"
4076,98452,Iced Coffee,1,2023-10-17,11:02:00,4.52,4.52,Large,Burger,"Coffee, Ice, Sugar, Cream"
4077,90351,Cheeseburger,1,2023-04-01,11:54:00,6.64,6.64,Medium,Burger,"Beef Patty, Cheese, Ketchup, Pickle"
4078,51262,McFlurry,3,2023-10-29,22:43:00,4.75,14.25,Medium,Burger,"Ice Cream, Candy"
4079,29468,Big Mac,5,2023-12-10,19:49:00,5.32,26.6,Small,Burger,"Beef Patty, Lettuce, Cheese, Pickle, Onion, Special Sauce"
4080,53415,Chicken Nuggets,3,2023-03-11,14:49:00,6.4,19.2,Medium,Chicken,"Chicken, Breadcrumbs, Spices"
4081,51931,Quarter Pounder,3,2023-09-13,19:42:00,5.61,16.83,Large,Burger,"Beef Patty, Cheese, Ketchup, Pickle, Onion"
4082,17515,Quarter Pounder,5,2023-08-02,19:31:00,4.28,21.4,Large,Burger,"Beef Patty, Cheese, Ketchup, Pickle, Onion"
4083,49372,French Fries,4,2023-08-15,06:13:00,6.82,27.28,Small,Burger,"Potatoes, Salt"
4084,96238,McChicken,2,2023-12-02,09:20:00,5.5,11.0,Small,Chicken,"Chicken Patty, Lettuce, Mayonnaise"
4085,34899,Filet-O-Fish,2,2023-11-02,06:11:00,6.23,12.46,Medium,Fish,"Fish Patty, Tartar Sauce, Cheese"
4086,39877,Iced Coffee,5,2023-09-10,23:28:00,4.6,23.0,Small,Burger,"Coffee, Ice, Sugar, Cream"
4087,6650,Iced Coffee,5,2023-03-28,23:03:00,6.11,30.55,Medium,Burger,"Coffee, Ice, Sugar, Cream"
4088,28140,Chicken Nuggets,3,2023-12-18,19:52:00,5.4,16.2,Medium,Chicken,"Chicken, Breadcrumbs, Spices"
4089,45599,Cheeseburger,1,2023-02-02,23:20:00,4.54,4.54,Medium,Burger,"Beef Patty, Cheese, Ketchup, Pickle"
4090,40140,Smoothie,1,2023-11-22,08:32:00,5.65,5.65,Large,Burger,"Fruit Puree, Yogurt, Ice"
4091,32715,Sprite,2,2023-03-31,08:00:00,4.82,9.64,Medium,Burger,"Carbonated Water, Sugar, Lemon-Lime Flavor"
4092,62943,Sundae,2,2023-05-16,14:04:00,6.05,12.1,Medium,Burger,"Ice Cream, Chocolate Syrup, Nuts"
4093,95527,Quarter Pounder,1,2023-03-21,11:18:00,6.85,6.85,Small,Burger,"Beef Patty, Cheese, Ketchup, Pickle, Onion"
4094,28086,Sundae,2,2023-07-31,17:46:00,5.69,11.38,Small,Burger,"Ice Cream, Chocolate Syrup, Nuts"
4095,38335,Sundae,5,2023-07-02,17:58:00,5.24,26.2,Medium,Burger,"Ice Cream, Chocolate Syrup, Nuts"
4096,73044,McFlurry,1,2023-05-08,15:58:00,4.03,4.03,Large,Burger,"Ice Cream, Candy"
4097,60297,Sundae,2,2023-07-23,17:15:00,5.87,11.74,Medium,Burger,"Ice Cream, Chocolate Syrup, Nuts"
4098,1985,McFlurry,4,2023-04-10,12:38:00,6.34,25.36,Small,Burger,"Ice Cream, Candy"
4099,45675,Chicken Nuggets,1,2023-03-01,14:50:00,5.86,5.86,Small,Chicken,"Chicken, Breadcrumbs, Spices"
4100,36711,Egg McMuffin,1,2023-04-17,10:13:00,6.02,6.02,Medium,Burger,"Egg, Canadian Bacon, Cheese, English Muffin"
4101,74065,Chicken Nuggets,4,2023-07-21,10:14:00,5.2,20.8,Small,Chicken,"Chicken, Breadcrumbs, Spices"
4102,52732,Coca Cola,5,2023-02-14,06:54:00,5.95,29.75,Large,Burger,"Carbonated Water, Sugar, Flavorings"
4103,12122,Sundae,2,2023-10-14,14:31:00,4.92,9.84,Small,Burger,"Ice Cream, Chocolate Syrup, Nuts"
4104,10355,Chicken Nuggets,2,2023-12-21,06:10:00,5.49,10.98,Medium,Chicken,"Chicken, Breadcrumbs, Spices"
4105,47386,Big Mac,2,2023-01-30,11:45:00,6.06,12.12,Small,Burger,"Beef Patty, Lettuce, Cheese, Pickle, Onion, Special Sauce"
4106,13156,French Fries,4,2023-01-03,13:27:00,4.07,16.28,Large,Burger,"Potatoes, Salt"
4107,32045,Egg McMuffin,3,2023-01-21,19:10:00,5.88,17.64,Small,Burger,"Egg, Canadian Bacon, Cheese, English Muffin"
4108,43718,Coca Cola,2,2023-07-13,21:24:00,6.61,13.22,Medium,Burger,"Carbonated Water, Sugar, Flavorings"
4109,96511,Big Mac,2,2023-09-03,23:22:00,5.1,10.2,Small,Burger,"Beef Patty, Lettuce, Cheese, Pickle, Onion, Special Sauce"
4110,74159,Cheeseburger,4,2023-01-16,13:40:00,4.71,18.84,Small,Burger,"Beef Patty, Cheese, Ketchup, Pickle"
4111,82380,Coca Cola,3,2023-04-14,22:41:00,6.31,18.93,Medium,Burger,"Carbonated Water, Sugar, Flavorings"
4112,79954,Smoothie,4,2023-09-09,06:25:00,6.31,25.24,Small,Burger,"Fruit Puree, Yogurt, Ice"
4113,56941,Apple Pie,3,2023-01-19,15:31:00,5.02,15.06,Medium,Burger,"Apple, Sugar, Pastry"
4114,17283,Egg McMuffin,2,2023-01-30,21:06:00,5.91,11.82,Small,Burger,"Egg, Canadian Bacon, Cheese, English Muffin"
4115,13324,Filet-O-Fish,5,2023-02-26,20:46:00,7.75,38.75,Small,Fish,"Fish Patty, Tartar Sauce, Cheese"
4116,52417,Quarter Pounder,1,2023-01-29,23:10:00,5.16,5.16,Small,Burger,"Beef Patty, Cheese, Ketchup, Pickle, Onion"
4117,67575,French Fries,1,2023-08-16,14:21:00,6.45,6.45,Large,Burger,"Potatoes, Salt"
4118,12045,Big Mac,1,2023-08-06,22:38:00,5.76,5.76,Medium,Burger,"Beef Patty, Lettuce, Cheese, Pickle, Onion, Special Sauce"
4119,14624,French Fries,1,2023-10-27,22:59:00,5.28,5.28,Medium,Burger,"Potatoes, Salt"
4120,70504,Smoothie,1,2023-09-13,21:18:00,5.48,5.48,Medium,Burger,"Fruit Puree, Yogurt, Ice"
4121,55313,Coca Cola,1,2023-11-12,20:30:00,6.09,6.09,Medium,Burger,"Carbonated Water, Sugar, Flavorings"
4122,63782,Cheeseburger,3,2023-06-14,23:04:00,6.61,19.83,Small,Burger,"Beef Patty, Cheese, Ketchup, Pickle"
4123,61286,Sprite,4,2023-09-27,08:36:00,4.68,18.72,Medium,Burger,"Carbonated Water, Sugar, Lemon-Lime Flavor"
4124,64723,McFlurry,3,2023-09-07,16:58:00,5.68,17.04,Large,Burger,"Ice Cream, Candy"
4125,59388,Coca Cola,3,2023-08-04,23:27:00,6.69,20.07,Medium,Burger,"Carbonated Water, Sugar, Flavorings"
4126,40574,McFlurry,1,2023-08-30,13:59:00,6.22,6.22,Small,Burger,"Ice Cream, Candy"
4127,18594,Chicken Nuggets,2,2023-03-07,23:29:00,5.35,10.7,Medium,Chicken,"Chicken, Breadcrumbs, Spices"
4128,74726,French Fries,1,2023-04-05,15:03:00,4.12,4.12,Medium,Burger,"Potatoes, Salt"
